-0.07903078	0.049257975	-0.048778687	-0.08392645	0.019663863	0.107462645	-0.019156666	0.0027007088	-0.034491748	0.00775368	-0.067569904	-0.031178422	-0.007898875	0.007271257	0.06352335	-0.003827078
-0.07940713	0.07126196	-0.01640851	-0.077041626	0.011345189	0.023449756	-0.0040517105	-0.07151559	-0.0009168894	0.02782912	0.0004266942	-0.066442	0.01957656	-0.0328374	0.07967456	0.019782288
-0.012425009	0.079562224	-0.104125045	-0.09331751	0.03902984	-0.024051968	0.013496012	-0.032573927	-0.007589329	0.023228116	-0.02150238	-0.084479675	0.014097492	-0.047871906	0.14511669	0.041268304
-0.08649689	0.067848414	-0.04645158	0.000569607	0.06926055	0.053864498	-0.048171185	-0.099378996	-0.029493608	0.022351569	-0.06179366	-0.031238932	-0.0069554863	0.0047367257	0.057427537	0.006480005
-0.079182215	0.06667538	-0.103770226	-0.109277606	-0.0045939633	0.023213549	0.045136906	-0.031175653	0.008977922	-0.02391911	0.00938849	0.015862688	-0.0056143925	-0.052221455	0.058874156	-0.02420604
-0.06318615	0.010018714	-0.049073473	-0.060274538	0.007241685	-0.0064259158	-0.005771572	-0.0122753745	0.021604158	0.08400761	-0.0370489	-0.014167849	-0.008232411	-0.004906588	-0.014886774	-0.013389506
-0.04135904	0.06010055	-0.08251057	-0.13818423	0.006693985	0.017376062	-0.023133133	-0.046248347	-0.0065439525	0.002143016	-0.021287596	-0.017866323	-0.07633331	0.0014364957	0.050698776	0.030769385
-0.05890069	-0.049380414	-0.009532569	-0.15507266	0.06501369	0.030331897	0.025150329	-0.014737349	0.01642263	0.049518872	0.0004657516	-0.08956104	-0.0018976477	-0.02501119	0.13259336	-0.03161176
-0.02286006	0.013862966	-0.08890034	-0.014122843	-0.062645994	0.005149684	-0.038996935	-0.033391766	-0.013239413	0.086460315	-0.09718479	-0.051284768	0.017950255	0.058089666	0.06493291	0.04186841
-0.020557214	0.06734124	-0.03589352	-0.11551965	0.017813161	0.040229123	-0.011318768	-0.07873709	-0.07269138	0.051583618	-0.02288572	-0.049810003	0.012332216	0.0900581	0.041965272	-0.024718162
-0.07812837	0.011093967	-0.042518035	-0.1159681	-0.023828581	0.12456159	0.05161077	-0.1608809	-0.012153839	0.027020087	-0.051329054	-0.008170672	-0.0036977576	0.07214085	0.011187126	-0.030800298
0.005482266	0.024222322	-0.015265547	-0.08279537	0.057033613	0.04983626	-0.02565114	0.06027695	0.04602267	0.052631736	0.05089095	-0.04567393	-0.050275005	0.080039054	0.048267435	-0.044728544
-0.059153564	0.046504147	-0.044889532	-0.0009917221	0.024643112	-0.022745349	0.06283941	0.00599474	0.03110172	0.09298578	-0.049921136	0.06360529	0.055100385	0.022907997	-0.10950098	-0.03984158
-0.0194298	0.034923278	-0.04122401	-0.07533433	0.038818408	0.05670573	0.06362979	-0.032319013	-0.06322051	0.009462554	-0.038320065	0.027849235	-0.11197433	0.006454805	-0.048223086	0.0098268
-0.16187328	0.06878556	-0.062683135	-0.044813514	0.06269916	-0.015004163	-0.027145227	-0.027017292	-0.026360169	0.005599854	-0.028822174	0.03149731	0.01168601	0.038721174	0.06890028	-0.027180318
-0.08035365	-6.20589e-06	-0.0720593	-0.085567474	0.046158727	0.012798448	-0.022672001	-0.036509007	0.013175783	0.019724615	0.018176513	-0.06434308	0.043923788	-0.066340715	0.053153265	0.026739413
-0.034333088	0.104341015	-0.02127938	-0.10085688	0.038643014	-0.05956746	-0.022362018	-0.045860596	-0.028736899	0.041401356	-0.02501531	-0.025828544	0.012987904	0.0010136078	-0.00034156663	0.005597092
0.030634385	0.0036914663	0.023884833	-0.06657963	0.06723721	-0.0126369875	-0.06347097	-0.045667198	-0.012124415	0.06605943	0.09518156	0.013065531	0.0002643635	0.027787713	-0.004819166	-0.051954065
0.014233824	0.05950072	-0.0074754716	-0.057561707	-0.0030071079	0.08818465	-0.010830638	-0.05757103	-0.034723915	-0.048322175	0.01726962	-0.03099753	0.06521339	0.0940549	0.0031811139	-0.040541768
-0.0019740092	-0.0030342103	-0.020547014	-0.0063447617	0.07928665	-0.02298541	-0.056919586	0.032260057	-0.01570601	0.039050564	-0.13847487	-0.0032017308	-0.0668942	-0.0039582793	0.07066291	0.029035423
0.008927257	-0.08489472	0.03045579	0.02127975	0.027504485	0.07677413	-0.03745851	0.013512148	-0.06604469	0.1403017	-0.050263163	-0.049658924	0.020532422	-0.02720934	-0.0031676432	-0.028031765
0.033064038	0.051011745	0.043944936	-0.06820548	-0.0024422253	0.08957469	0.036512885	-0.047393635	-0.022769095	0.08902998	-0.15662065	0.04515753	-0.012143147	-0.057485126	-0.018553166	0.088805094
-0.07535518	0.047072228	-0.16410708	0.014475916	-0.027062517	-0.040059015	-0.041882217	-0.0362985	-0.052617006	0.05767919	-0.006962514	-0.10578136	0.06823396	0.047068655	0.091097645	-0.025927162
-0.106078394	0.04329631	0.023275489	-0.05513491	0.017137662	0.06655244	-0.060640853	0.04990507	0.04941841	0.032572147	-0.004132799	-0.03170908	0.091539554	0.05277226	-0.015438778	-0.014890993
-0.10591241	-0.05253051	-0.09263825	-0.052201957	0.04549318	-0.010860248	-0.020252261	0.07669597	-0.0049572005	0.0980749	0.009611095	-0.04946178	-0.04480116	-0.0529504	0.091166295	0.022959426
0.0041881637	0.07101118	0.024597509	-0.054084547	0.016992705	0.032689553	-0.0057937847	7.3412506e-05	-0.0524161	0.018910203	0.10806891	-0.017516468	-0.06717454	-0.015703205	-0.023164026	0.017312145
-0.04508961	0.075627066	0.03869328	0.0004807468	-0.0051920665	0.074122615	-0.04646259	-0.06765792	-0.021490378	-0.05558237	-0.08665601	-0.017970132	0.02824312	0.012031654	0.06850577	0.044479802
-0.03145	0.16324098	-0.04484851	-0.082890786	-0.037436772	0.10475332	0.0131345885	-0.045552883	0.1007306	0.030804709	0.047007263	0.009873608	0.029648626	-0.021609861	-0.030878473	-0.050164156
-0.009962339	0.10057046	0.028430749	-0.0115252845	-0.021276306	-0.0042372732	0.00486565	-0.09982516	0.099749014	0.108442895	-0.09635768	-0.016783305	-0.009547345	-0.043234106	0.044033762	0.09777808
4.6670866e-05	0.024789542	-0.09154707	0.014471402	-0.006692788	0.027588861	-0.005891944	0.061117593	0.08708575	0.02048002	-0.16126132	-0.06389346	0.11368878	-0.028264793	0.07587875	-0.075491786
0.052241776	0.049125507	0.000945148	-0.10784542	0.08435581	0.008562615	0.036216307	0.022924623	-0.018494554	-0.04635469	0.0038205418	0.030272517	-0.1120511	-0.04644652	-0.008409931	-0.057558894
-0.07702778	0.06258884	-0.05680495	-0.098453686	0.022331709	-0.0077775437	-0.022312619	0.018546738	0.011787627	-0.004475946	0.025109638	-0.053986855	0.031446047	-0.07413629	-0.030491231	-0.017066818
-0.1485218	-0.048185468	-0.054782536	-0.061833277	0.09416491	0.009866485	-0.09539444	-0.023278855	0.030472066	-0.022430848	0.08896691	-0.020243622	0.07726356	0.057775274	-0.011369489	0.03689063
